,LOCATION,WIDTH,DEPTH,X_COORDINATE,HEIGHT,X,AISLE,Y,MAXIMUM_VOLUME,Z,CURRENT_ASSIGNED_SKU,CENTERAXIS,BAY
205,DB2210,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,160.6261,2.5261,0.0,1004716.0,X,0
206,DB2214,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,159.382,2.5261,0.0,1039031.0,X,0
207,DB2218,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,158.1379,2.5261,0.0,1037160.0,X,0
208,DB2410,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,156.8938,2.5261,0.0,1043240.0,X,0
209,DB2414,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,155.6497,2.5261,0.0,1017854.0,X,0
210,DB2418,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,154.4056,2.5261,0.0,1003270.0,X,0
211,DB2511,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,156.8938,2.5261,0.0,1005041.0,X,0
212,DB2515,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,155.6497,2.5261,0.0,1031866.0,X,0
213,DB2519,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,154.4056,2.5261,0.0,1005182.0,X,0
214,DB2711,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,153.1615,2.5261,0.0,1034476.0,X,0
215,DB2715,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,151.9174,2.5261,0.0,1010643.0,X,0
216,DB2719,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,150.6733,2.5261,0.0,1013006.0,X,0
217,DB2610,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,153.1615,2.5261,0.0,1040591.0,X,0
218,DB2614,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,151.9174,2.5261,0.0,1000427.0,X,0
219,DB2618,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,150.6733,2.5261,0.0,1034567.0,X,0
220,DB2810,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,149.4292,2.5261,0.0,1034550.0,X,0
221,DB2814,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,148.1851,2.5261,0.0,1034543.0,X,0
222,DB2818,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,146.941,2.5261,0.0,1038940.0,X,0
223,DB2911,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,149.4292,2.5261,0.0,1038936.0,X,0
224,DB2915,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,148.1851,2.5261,0.0,1005789.0,X,0
225,DB2919,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,146.941,2.5261,0.0,1005543.0,X,0
226,DB3111,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,145.6969,2.5261,0.0,1044693.0,X,0
227,DB3115,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,144.4528,2.5261,0.0,1013157.0,X,0
228,DB3119,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,143.2087,2.5261,0.0,,X,0
229,DB3010,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,145.6969,2.5261,0.0,1026742.0,X,0
230,DB3014,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,144.4528,2.5261,0.0,1009246.0,X,0
231,DB3018,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,143.2087,2.5261,0.0,1044695.0,X,0
232,DB3210,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,141.9646,2.5261,0.0,1010210.0,X,0
233,DB3214,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,140.7205,2.5261,0.0,1007708.0,X,0
234,DB3218,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,139.4764,2.5261,0.0,1041217.0,X,0
235,DB3311,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,141.9646,2.5261,0.0,1030897.0,X,0
236,DB3315,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,140.7205,2.5261,0.0,1040628.0,X,0
237,DB3319,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,139.4764,2.5261,0.0,1030884.0,X,0
238,DB3511,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,138.2323,2.5261,0.0,1037840.0,X,0
239,DB3515,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,136.9882,2.5261,0.0,,X,0
240,DB3519,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,135.7441,2.5261,0.0,1030882.0,X,0
241,DB3410,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,138.2323,2.5261,0.0,1030879.0,X,0
242,DB3414,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,136.9882,2.5261,0.0,1037835.0,X,0
243,DB3418,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,135.7441,2.5261,0.0,1013123.0,X,0
244,DB3610,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,134.5,2.5261,0.0,1028400.0,X,0
245,DB3614,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,133.2559,2.5261,0.0,1037253.0,X,0
246,DB3618,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,132.0118,2.5261,0.0,1040626.0,X,0
247,DB3711,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,134.5,2.5261,0.0,1041056.0,X,0
248,DB3715,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,133.2559,2.5261,0.0,1028399.0,X,0
249,DB3719,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,132.0118,2.5261,0.0,1037256.0,X,0
250,DB3911,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,130.7677,2.5261,0.0,1037838.0,X,0
251,DB3915,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,129.5236,2.5261,0.0,1013121.0,X,0
252,DB3919,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,128.2795,2.5261,0.0,1034308.0,X,0
253,DB3810,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,130.7677,2.5261,0.0,1019314.0,X,0
254,DB3814,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,129.5236,2.5261,0.0,1019315.0,X,0
255,DB3818,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,128.2795,2.5261,0.0,1013486.0,X,0
256,DB4010,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,127.0354,2.5261,0.0,1041215.0,X,0
257,DB4014,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,125.7913,2.5261,0.0,1003471.0,X,0
258,DB4018,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,124.5472,2.5261,0.0,1007748.0,X,0
259,DB4111,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,127.0354,2.5261,0.0,1003278.0,X,0
260,DB4115,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,125.7913,2.5261,0.0,1008593.0,X,0
261,DB4119,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,124.5472,2.5261,0.0,1035148.0,X,0
262,PALDB4311,1.0,1.0,223.2152,0.0373,225.6155,DB,121.9962,0.0373,0.0,,X,0
263,PALDC4210,1.0,1.0,246.5578,0.0373,244.1575,DC,121.9962,0.0373,0.0,,X,0
264,DC4119,1.0372482330020296,1.0372482330020296,246.5578,1.2954,248.9581,DC,124.5472,1.3937,0.0,1036990.0,X,0
265,DC4149,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,124.5472,1.3937,1.2954,1021411.0,X,0
266,DC4115,1.0372482330020296,1.0372482330020296,246.5578,1.2954,248.9581,DC,125.7913,1.3937,0.0,1036993.0,X,0
267,DC4145,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,125.7913,1.3937,1.2954,1041209.0,X,0
268,DC4111,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,127.0354,1.3937,0.0,1036988.0,X,0
269,DC4141,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,127.0354,1.3937,1.2954,1021342.0,X,0
270,DC4039,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,124.112,0.2061,1.524,1034670.0,X,0
271,DC4038,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,124.4852,0.2061,1.524,1044699.0,X,0
272,DC4037,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,124.8584,0.2061,1.524,1026232.0,X,0
273,DC4036,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,125.2316,0.2061,1.524,,X,0
274,DC4035,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,125.6048,0.2061,1.524,1025576.0,X,0
275,DC4034,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,125.978,0.2061,1.524,1041080.0,X,0
276,DC4033,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,126.3512,0.2061,1.524,1039779.0,X,0
277,DC4032,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,126.7244,0.2061,1.524,1026230.0,X,0
278,DC4031,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,127.0976,0.2061,1.524,1044701.0,X,0
279,DC4030,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,127.4708,0.2061,1.524,1006663.0,X,0
280,DC4029,0.6361107768187486,0.6361107768187486,246.5578,0.45720000000000005,248.9581,DC,124.112,0.185,1.0668,1001687.0,X,0
281,DC4028,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,124.4852,0.185,1.0668,1001238.0,X,0
282,DC4027,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,248.9581,DC,124.8584,0.185,1.0668,1006676.0,X,0
283,DC4026,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,125.2316,0.185,1.0668,1042153.0,X,0
284,DC4025,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,248.9581,DC,125.6048,0.185,1.0668,1004342.0,X,0
285,DC4024,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,125.978,0.185,1.0668,,X,0
286,DC4023,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,248.9581,DC,126.3512,0.185,1.0668,1037164.0,X,0
287,DC4022,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,126.7244,0.185,1.0668,1042021.0,X,0
288,DC4021,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,248.9581,DC,127.0976,0.185,1.0668,1041889.0,X,0
289,DC4020,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,127.4708,0.185,1.0668,1044734.0,X,0
290,DC4019,0.7679136162833577,0.7679136162833577,246.5578,0.6868,248.9581,DC,124.112,0.405,0.38,1029349.0,X,0
291,DC4018,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,124.4852,0.405,0.38,1037257.0,X,0
292,DC4017,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,248.9581,DC,124.8584,0.405,0.38,1016568.0,X,0
293,DC4016,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,125.2316,0.405,0.38,1041061.0,X,0
294,DC4015,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,248.9581,DC,125.6048,0.405,0.38,1026986.0,X,0
295,DC4014,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,125.978,0.405,0.38,1031901.0,X,0
296,DC4013,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,248.9581,DC,126.3512,0.405,0.38,1032037.0,X,0
297,DC4012,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,126.7244,0.405,0.38,1027917.0,X,0
298,DC4011,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,248.9581,DC,127.0976,0.405,0.38,1028715.0,X,0
299,DC4010,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,127.4708,0.405,0.38,1033618.0,X,0
300,DC3839,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,127.8443,0.2061,1.524,1035142.0,X,0
301,DC3838,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,128.2175,0.2061,1.524,1028236.0,X,0
302,DC3837,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,128.5907,0.2061,1.524,1041063.0,X,0
303,DC3836,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,128.9639,0.2061,1.524,1043704.0,X,0
304,DC3835,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,129.3371,0.2061,1.524,1041081.0,X,0
305,DC3834,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,129.7103,0.2061,1.524,1035917.0,X,0
306,DC3833,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,130.0835,0.2061,1.524,1002831.0,X,0
307,DC3832,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,130.4567,0.2061,1.524,1024740.0,X,0
308,DC3831,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,130.8299,0.2061,1.524,1041885.0,X,0
309,DC3830,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,131.2031,0.2061,1.524,1037981.0,X,0
310,DC3829,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,248.9581,DC,127.8443,0.185,1.0668,1039745.0,X,0
311,DC3828,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,128.2175,0.185,1.0668,1038313.0,X,0
312,DC3827,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,248.9581,DC,128.5907,0.185,1.0668,1033619.0,X,0
313,DC3826,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,128.9639,0.185,1.0668,1027011.0,X,0
314,DC3825,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,248.9581,DC,129.3371,0.185,1.0668,1027417.0,X,0
315,DC3824,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,129.7103,0.185,1.0668,1016570.0,X,0
316,DC3823,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,248.9581,DC,130.0835,0.185,1.0668,1009552.0,X,0
317,DC3822,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,130.4567,0.185,1.0668,1008024.0,X,0
318,DC3821,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,248.9581,DC,130.8299,0.185,1.0668,1030898.0,X,0
319,DC3820,0.5698019215305065,0.5698019215305065,246.5578,0.5698019215305065,244.1575,DC,131.2031,0.185,1.0668,1044733.0,X,0
320,DC3819,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,248.9581,DC,127.8443,0.405,0.38,1010692.0,X,0
321,DC3818,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,128.2175,0.405,0.38,1039905.0,X,0
322,DC3817,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,248.9581,DC,128.5907,0.405,0.38,1001185.0,X,0
323,DC3816,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,128.9639,0.405,0.38,1034817.0,X,0
324,DC3815,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,248.9581,DC,129.3371,0.405,0.38,1005306.0,X,0
325,DC3814,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,129.7103,0.405,0.38,1001900.0,X,0
326,DC3813,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,248.9581,DC,130.0835,0.405,0.38,1028046.0,X,0
327,DC3812,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,130.4567,0.405,0.38,1037258.0,X,0
328,DC3811,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,248.9581,DC,130.8299,0.405,0.38,1044369.0,X,0
329,DC3810,0.739863622299141,0.739863622299141,246.5578,0.739863622299141,244.1575,DC,131.2031,0.405,0.38,1037975.0,X,0
330,DC3919,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,128.2795,1.3937,0.0,1032787.0,X,0
331,DC3949,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,128.2795,1.3937,1.2954,1023588.0,X,0
332,DC3915,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,129.5236,1.3937,0.0,1000794.0,X,0
333,DC3945,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,129.5236,1.3937,1.2954,1043566.0,X,0
334,DC3911,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,130.7677,1.3937,0.0,1031692.0,X,0
335,DC3941,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,130.7677,1.3937,1.2954,1017442.0,X,0
336,DC3719,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,132.0118,1.3937,0.0,1031690.0,X,0
337,DC3749,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,132.0118,1.3937,1.2954,1044784.0,X,0
338,DC3715,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,133.2559,1.3937,0.0,1031691.0,X,0
339,DC3745,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,133.2559,1.3937,1.2954,1044783.0,X,0
340,DC3711,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,134.5,1.3937,0.0,1037922.0,X,0
341,DC3741,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,134.5,1.3937,1.2954,1044786.0,X,0
342,DC3639,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,131.5766,0.2061,1.524,1038188.0,X,0
343,DC3638,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,131.9498,0.2061,1.524,1024514.0,X,0
344,DC3637,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,132.323,0.2061,1.524,1000894.0,X,0
345,DC3636,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,132.6962,0.2061,1.524,1010094.0,X,0
346,DC3635,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,133.0694,0.2061,1.524,1025271.0,X,0
347,DC3634,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,133.4426,0.2061,1.524,1039906.0,X,0
348,DC3633,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,133.8158,0.2061,1.524,1037218.0,X,0
349,DC3632,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,134.189,0.2061,1.524,1042155.0,X,0
350,DC3631,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,134.5622,0.2061,1.524,1041890.0,X,0
351,DC3630,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,134.9354,0.2061,1.524,1040255.0,X,0
352,DC3629,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,131.5766,0.2061,1.0668,1038175.0,X,0
353,DC3628,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,131.9498,0.2061,1.0668,1007024.0,X,0
354,DC3627,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,132.323,0.2061,1.0668,1041057.0,X,0
355,DC3626,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,132.6962,0.2061,1.0668,1023684.0,X,0
356,DC3625,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,133.0694,0.2061,1.0668,1041054.0,X,0
357,DC3624,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,133.4426,0.2061,1.0668,1004787.0,X,0
358,DC3623,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,133.8158,0.2061,1.0668,1009824.0,X,0
359,DC3622,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,134.189,0.2061,1.0668,1028240.0,X,0
360,DC3621,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,134.5622,0.2061,1.0668,1039904.0,X,0
361,DC3620,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,134.9354,0.2061,1.0668,1037977.0,X,0
362,DC3619,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,131.5766,0.2061,0.38,1044064.0,X,0
363,DC3618,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,131.9498,0.2061,0.38,1038312.0,X,0
364,DC3617,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,132.323,0.2061,0.38,1037159.0,X,0
365,DC3616,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,132.6962,0.2061,0.38,1040629.0,X,0
366,DC3615,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,133.0694,0.2061,0.38,1028237.0,X,0
367,DC3614,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,133.4426,0.2061,0.38,1037178.0,X,0
368,DC3613,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,133.8158,0.2061,0.38,1000786.0,X,0
369,DC3612,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,134.189,0.2061,0.38,1026228.0,X,0
370,DC3611,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,134.5622,0.2061,0.38,1013371.0,X,0
371,DC3610,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,134.9354,0.2061,0.38,1013979.0,X,0
372,DC3439,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,135.3089,0.2061,1.524,1041723.0,X,0
373,DC3438,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,135.6821,0.2061,1.524,1037224.0,X,0
374,DC3437,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,136.0553,0.2061,1.524,1042027.0,X,0
375,DC3436,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,136.4285,0.2061,1.524,1000292.0,X,0
376,DC3435,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,136.8017,0.2061,1.524,1042022.0,X,0
377,DC3434,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,137.1749,0.2061,1.524,1043434.0,X,0
378,DC3433,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,137.5481,0.2061,1.524,1043564.0,X,0
379,DC3432,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,137.9213,0.2061,1.524,1004440.0,X,0
380,DC3431,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,138.2945,0.2061,1.524,1028238.0,X,0
381,DC3430,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,138.6677,0.2061,1.524,1043560.0,X,0
382,DC3429,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,135.3089,0.2061,1.0668,1022249.0,X,0
383,DC3428,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,135.6821,0.2061,1.0668,1040487.0,X,0
384,DC3427,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,136.0553,0.2061,1.0668,1036702.0,X,0
385,DC3426,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,136.4285,0.2061,1.0668,1037205.0,X,0
386,DC3425,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,136.8017,0.2061,1.0668,1030054.0,X,0
387,DC3424,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,137.1749,0.2061,1.0668,1035186.0,X,0
388,DC3423,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,137.5481,0.2061,1.0668,1010096.0,X,0
389,DC3422,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,137.9213,0.2061,1.0668,1036116.0,X,0
390,DC3421,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,138.2945,0.2061,1.0668,1009783.0,X,0
391,DC3420,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,138.6677,0.2061,1.0668,1035163.0,X,0
392,DC3419,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,135.3089,0.2061,0.38,1038001.0,X,0
393,DC3418,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,135.6821,0.2061,0.38,1030904.0,X,0
394,DC3417,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,136.0553,0.2061,0.38,1031960.0,X,0
395,DC3416,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,136.4285,0.2061,0.38,1037979.0,X,0
396,DC3415,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,136.8017,0.2061,0.38,1009555.0,X,0
397,DC3414,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,137.1749,0.2061,0.38,1006508.0,X,0
398,DC3413,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,137.5481,0.2061,0.38,1029345.0,X,0
399,DC3412,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,137.9213,0.2061,0.38,1041893.0,X,0
400,DC3411,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,248.9581,DC,138.2945,0.2061,0.38,1043433.0,X,0
401,DC3410,0.590689608284576,0.590689608284576,246.5578,0.5906896082845761,244.1575,DC,138.6677,0.2061,0.38,1040257.0,X,0
402,DC3519,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,135.7441,1.3937,0.0,1040627.0,X,0
403,DC3549,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,135.7441,1.3937,1.2954,1037836.0,X,0
404,DC3515,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,136.9882,1.3937,0.0,1007430.0,X,0
405,DC3545,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,136.9882,1.3937,1.2954,1017443.0,X,0
406,DC3511,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,138.2323,1.3937,0.0,1035157.0,X,0
407,DC3541,1.1170083853065893,1.1170083853065893,246.5578,1.1170083853065893,248.9581,DC,138.2323,1.3937,1.2954,1028401.0,X,0
