,LOCATION,WIDTH,DEPTH,X_COORDINATE,HEIGHT,X,AISLE,Y,MAXIMUM_VOLUME,Z,CURRENT_ASSIGNED_SKU,CENTERAXIS,BAY
106,DA2919,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,146.941,2.5261,0.0,,X,0
107,DA2915,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,148.1851,2.5261,0.0,1044300.0,X,0
108,DA2911,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,149.4292,2.5261,0.0,1016559.0,X,0
109,DA2818,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,146.941,2.5261,0.0,1031554.0,X,0
110,DA2814,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,148.1851,2.5261,0.0,1044462.0,X,0
111,DA2810,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,149.4292,2.5261,0.0,1004791.0,X,0
112,DA2618,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,150.6733,2.5261,0.0,,X,0
113,DA2614,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,151.9174,2.5261,0.0,1037726.0,X,0
114,DA2610,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,153.1615,2.5261,0.0,1044465.0,X,0
115,DA2719,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,151.9174,2.5261,0.0,1037728.0,X,0
116,TEMPDA2715,0.33412036251493127,0.33412036251493127,258.6482,0.33412036251493127,261.0485,TE,149.225,0.0373,0.0,,X,0
117,TEMPDA2711,0.33412036251493127,0.33412036251493127,258.6482,0.33412036251493127,261.0485,TE,150.4442,0.0373,0.0,,X,0
118,DA2519,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,154.4056,2.5261,0.0,1041323.0,X,0
119,DA2515,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,155.6497,2.5261,0.0,1004922.0,X,0
120,DA2511,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,156.8938,2.5261,0.0,1044467.0,X,0
121,DA2418,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,154.4056,2.5261,0.0,1038202.0,X,0
122,DA2414,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,155.6497,2.5261,0.0,1041317.0,X,0
123,DA2410,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,156.8938,2.5261,0.0,1026346.0,X,0
124,DA2218,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,158.1379,2.5261,0.0,,X,0
125,DA2214,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,159.382,2.5261,0.0,1036603.0,X,0
126,DA2210,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,160.6261,2.5261,0.0,1000893.0,X,0
127,DA2319,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,158.1379,2.5261,0.0,1031535.0,X,0
128,DA2315,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,159.382,2.5261,0.0,1031865.0,X,0
129,DA2311,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,160.6261,2.5261,0.0,1042956.0,X,0
130,DA2119,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,161.8702,2.5261,0.0,1034213.0,X,0
131,DA2115,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,163.1143,2.5261,0.0,1000892.0,X,0
132,DA2111,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,164.3584,2.5261,0.0,1024593.0,X,0
133,DA2018,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,161.8702,2.5261,0.0,1034210.0,X,0
134,DA2014,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,163.1143,2.5261,0.0,1031533.0,X,0
135,DA2010,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,164.3584,2.5261,0.0,1037730.0,X,0
136,DA1818,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,165.6025,2.5261,0.0,1044466.0,X,0
137,DA1814,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,166.8466,2.5261,0.0,1037727.0,X,0
138,DA1810,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,168.0907,2.5261,0.0,1028109.0,X,0
139,DA1919,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,165.6025,2.5261,0.0,1041320.0,X,0
140,DA1915,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,166.8466,2.5261,0.0,1037721.0,X,0
141,DA1911,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,168.0907,2.5261,0.0,1031531.0,X,0
142,DA1719,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,169.3348,2.5261,0.0,,X,0
143,DA1715,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,170.5789,2.5261,0.0,1029811.0,X,0
144,DA1711,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,171.823,2.5261,0.0,1028110.0,X,0
145,DA1618,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,169.3348,2.5261,0.0,1037736.0,X,0
146,DA1614,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,170.5789,2.5261,0.0,1037725.0,X,0
147,DA1610,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,171.823,2.5261,0.0,1028103.0,X,0
148,DA1418,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,173.0671,2.5261,0.0,1037733.0,X,0
149,DA1414,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,174.3112,2.5261,0.0,1025037.0,X,0
150,DA1410,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,175.5553,2.5261,0.0,1028114.0,X,0
151,DA1519,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,173.0671,2.5261,0.0,,X,0
152,DA1515,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,174.3112,2.5261,0.0,,X,0
153,DA1511,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,175.5553,2.5261,0.0,,X,0
154,DA1319,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,176.7994,2.5261,0.0,1031534.0,X,0
155,DA1315,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,178.0435,2.5261,0.0,1033590.0,X,0
156,DA1311,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,179.2876,2.5261,0.0,1031529.0,X,0
157,DA1218,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,176.7994,2.5261,0.0,1033591.0,X,0
158,DA1214,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,178.0435,2.5261,0.0,1041318.0,X,0
159,DA1210,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,179.2876,2.5261,0.0,1029810.0,X,0
160,DA1018,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,180.5317,2.5261,0.0,1033589.0,X,0
161,DA1014,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,181.7758,2.5261,0.0,1041554.0,X,0
162,DA1010,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,256.2479,DA,183.0199,2.5261,0.0,1041322.0,X,0
163,DA1119,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,180.5317,2.5261,0.0,1031525.0,X,0
164,DA1115,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,181.7758,2.5261,0.0,1025036.0,X,0
165,DA1111,1.361915553281094,1.361915553281094,258.6482,1.361915553281094,261.0485,DA,183.0199,2.5261,0.0,1033594.0,X,0
166,DB1111,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,183.0199,2.5261,0.0,1044117.0,X,0
167,DB1115,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,181.7758,2.5261,0.0,1044170.0,X,0
168,DB1119,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,180.5317,2.5261,0.0,1044171.0,X,0
169,PALDB1010,1.0,1.0,252.857,0.0373,250.4567,DB,178.8922,0.0373,0.0,,X,0
170,PALDB1014,1.0,1.0,252.857,0.0373,250.4567,DB,177.673,0.0373,0.0,,X,0
171,PALDB1018,1.0,1.0,252.857,0.0373,250.4567,DB,176.4538,0.0373,0.0,,X,0
172,DB1210,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,179.2876,2.5261,0.0,1039976.0,X,0
173,DB1214,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,178.0435,2.5261,0.0,1042272.0,X,0
174,DB1218,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,176.7994,2.5261,0.0,1010645.0,X,0
175,DB1311,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,179.2876,2.5261,0.0,1010570.0,X,0
176,DB1315,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,178.0435,2.5261,0.0,1010642.0,X,0
177,DB1319,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,176.7994,2.5261,0.0,1034441.0,X,0
178,DB1511,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,175.5553,2.5261,0.0,1005323.0,X,0
179,DB1515,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,174.3112,2.5261,0.0,1026458.0,X,0
180,DB1519,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,173.0671,2.5261,0.0,1005043.0,X,0
181,DB1410,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,175.5553,2.5261,0.0,1005039.0,X,0
182,DB1414,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,174.3112,2.5261,0.0,1025527.0,X,0
183,DB1418,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,173.0671,2.5261,0.0,1005269.0,X,0
184,DB1610,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,171.823,2.5261,0.0,1032786.0,X,0
185,DB1614,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,170.5789,2.5261,0.0,1032785.0,X,0
186,DB1618,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,169.3348,2.5261,0.0,1037179.0,X,0
187,DB1711,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,171.823,2.5261,0.0,1005040.0,X,0
188,DB1715,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,170.5789,2.5261,0.0,1005183.0,X,0
189,DB1719,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,169.3348,2.5261,0.0,1010641.0,X,0
190,DB1911,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,168.0907,2.5261,0.0,1000279.0,X,0
191,DB1915,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,166.8466,2.5261,0.0,1037156.0,X,0
192,DB1919,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,165.6025,2.5261,0.0,1029658.0,X,0
193,DB1810,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,168.0907,2.5261,0.0,1003271.0,X,0
194,DB1814,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,166.8466,2.5261,0.0,1000280.0,X,0
195,DB1818,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,165.6025,2.5261,0.0,1000281.0,X,0
196,DB2010,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,164.3584,2.5261,0.0,1026456.0,X,0
197,DB2014,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,163.1143,2.5261,0.0,1020401.0,X,0
198,DB2018,1.361915553281094,1.361915553281094,252.857,1.361915553281094,250.4567,DB,161.8702,2.5261,0.0,1020420.0,X,0
199,DB2111,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,164.3584,2.5261,0.0,1010642.0,X,0
200,DB2115,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,163.1143,2.5261,0.0,1012892.0,X,0
201,DB2119,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,161.8702,2.5261,0.0,1002091.0,X,0
202,DB2311,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,160.6261,2.5261,0.0,1034479.0,X,0
203,DB2315,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,159.382,2.5261,0.0,1044113.0,X,0
204,DB2319,1.361915553281094,1.361915553281094,252.857,1.361915553281094,255.2573,DB,158.1379,2.5261,0.0,1003268.0,X,0
